category,name,object,scene,x,y,schema,objectIndex,npcId,spriteI,dropType,size,keyUse,groupCount,target,targetBis,linkedTorch,objectiveCleared,destination,statsId,level,skillId,moduleId,container,destI,tier,keyId,pickup,npcToFreeCount,duration,torchGroupCount,isStartCheckpoint,torchesCount,dropXp
entrances,Overworld > Temple3_0,Overworld > Temple3_0,Overworld,-219,185,Transition,57546,,,,,,,,,,,,,,,,,150104,,,,,,,,,
entrances,Overworld > Tower_1,Overworld > Tower_1,Overworld,118,108.72,Transition,57550,,,,,,,,,,,,,,,,,154869,,,,,,,,,
entrances,Overworld > Tower_2,Overworld > Tower_2,Overworld,-90,70,Transition,57554,,,,,,,,,,,,,,,,,154876,,,,,,,,,
entrances,Overworld > Tower_3,Overworld > Tower_3,Overworld,-180,-76.37,Transition,57558,,,,,,,,,,,,,,,,,154883,,,,,,,,,
entrances,Overworld > Tower_4,Overworld > Tower_4,Overworld,55,147,Transition,57562,,,,,,,,,,,,,,,,,154890,,,,,,,,,
entrances,Overworld > Tower_5,Overworld > Tower_5,Overworld,-143,146,Transition,57566,,,,,,,,,,,,,,,,,154897,,,,,,,,,
entrances,Overworld > Tower_6,Overworld > Tower_6,Overworld,-143,175.68,Transition,57570,,,,,,,,,,,,,,,,,154904,,,,,,,,,
entrances,Overworld > Tower_7,Overworld > Tower_7,Overworld,-118,157.2,Transition,57577,,,,,,,,,,,,,,,,,154913,,,,,,,,,
entrances,Overworld > Tower_8,Overworld > Tower_8,Overworld,-118,189.13,Transition,57581,,,,,,,,,,,,,,,,,154920,,,,,,,,,
entrances,Overworld > Tower_9,Overworld > Tower_9,Overworld,-127.27,185.27,Transition,57585,,,,,,,,,,,,,,,,,154927,,,,,,,,,
entrances,Overworld > Tower_10,Overworld > Tower_10,Overworld,-3,-148.47,Transition,57589,,,,,,,,,,,,,,,,,154949,,,,,,,,,
entrances,Overworld > CaveExtra_1,Overworld > CaveExtra_1,Overworld,-252,64,Transition,57593,,,,,,,,,,,,,,,,,106620,,,,,,,,,
entrances,Overworld > CaveExtra_2,Overworld > CaveExtra_2,Overworld,-66.16,-133.3,Transition,57597,,,,,,,,,,,,,,,,,106627,,,,,,,,,
entrances,Overworld > CaveExtra_3,Overworld > CaveExtra_3,Overworld,254,100,Transition,57602,,,,,,,,,,,,,,,,,106634,,,,,,,,,
entrances,Overworld > CaveExtra_4,Overworld > CaveExtra_4,Overworld,220,40,Transition,57606,,,,,,,,,,,,,,,,,106641,,,,,,,,,
entrances,Overworld > CaveExtra_5,Overworld > CaveExtra_5,Overworld,-105,130.45,Transition,57610,,,,,,,,,,,,,,,,,106648,,,,,,,,,
entrances,Overworld > CaveExtra_6,Overworld > CaveExtra_6,Overworld,130,146,Transition,57614,,,,,,,,,,,,,,,,,106655,,,,,,,,,
entrances,Overworld > CaveExtra_7,Overworld > CaveExtra_7,Overworld,54,98,Transition,57618,,,,,,,,,,,,,,,,,106662,,,,,,,,,
entrances,Overworld > Snow_0,Overworld > Snow_0,Overworld,31.92,-249.39,Transition,57622,,,,,,,,,,,,,,,,,176098,,,,,,,,,
entrances,Overworld > CaveArena_0,Overworld > CaveArena_0,Overworld,-0.98,81.29,Transition,57626,,,,,,,,,,,,,,,,,161715,,,,,,,,,
npcs,Explorer,Explorer,Overworld,7.17,28.39,Npc,57811,5,36,,,,,,,,,,,,,,,,,,,,,,,,
npcs,MercantHub,MercantHub,Overworld,-10,26.63,Npc,57816,6,9,,,,,,,,,,,,,,,,,,,,,,,,
npcs,Blacksmith,Blacksmith,Overworld,-8.6,41.5,Npc,57819,3,8,,,,,,,,,,,,,,,,,,,,,,,,
npcs,Healer,Healer,Overworld,5.67,35.22,Npc,57823,14,37,,,,,,,,,,,,,,,,,,,,,,,,
npcs,Bard,Bard,Overworld,-1,45.78,Npc,57826,19,10,,,,,,,,,,,,,,,,,,,,,,,,
npcs,ScarabCollector,ScarabCollector,Overworld,-8.44,35.57,Npc,57830,18,38,,,,,,,,,,,,,,,,,,,,,,,,
npcs,Familly1,Familly1,Overworld,3,40,Npc,57833,0,39,,,,,,,,,,,,,,,,,,,,,,,,
npcs,Familly2,Familly2,Overworld,-5.5,30.87,Npc,57836,1,40,,,,,,,,,,,,,,,,,,,,,,,,
npcs,Familly3,Familly3,Overworld,-3.97,29.96,Npc,57839,2,41,,,,,,,,,,,,,,,,,,,,,,,,
npcs,Academician,Academician,Overworld,1.04,30.01,Npc,57842,4,42,,,,,,,,,,,,,,,,,,,,,,,,
npcs,UnchosenBlue,UnchosenBlue,Overworld,-2.87,29.73,Npc,57845,8,43,,,,,,,,,,,,,,,,,,,,,,,,
npcs,Bard,Bard,Overworld,35.22,-252.39,Npc,57931,19,10,,,,,,,,,,,,,,,,,,,,,,,,
large_enemies,Large enemy,Overworld 031 CreeperT2 S3 Crazy,Overworld,-179.1,4.18,Enemy,58200,,48,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 034 SneakerT2 S3,Overworld,-192.88,41.12,Enemy,58228,,50,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 067 CrosserT2 S3 Gamma,Overworld,-143,-74,Enemy,58513,,57,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 075 TimberT2 S3,Overworld,-90,56,Enemy,58695,,61,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 076 ShooterT2 S3,Overworld,-116,36,Enemy,58719,,62,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 093 ShooterT1 S3,Overworld,178,3,Enemy,58883,,68,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 143 CreeperT2 S3 Giant,Overworld,118,149,Enemy,59563,,48,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 170 JarrerT2 S3,Overworld,-42,92,Enemy,60062,,13,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 176 BusherT1 S3,Overworld,-35,-101,Enemy,60191,,61,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 177 BusherT1 S3,Overworld,-21,-92,Enemy,60227,,61,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 178 BusherT1 S3,Overworld,-38,-87,Enemy,60263,,61,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 200 ShooterT2 S3,Overworld,172,258.45,Enemy,60826,,62,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 209 ShooterT2 S3,Overworld,155,220,Enemy,60865,,62,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 210 ShooterT2 S3,Overworld,152,217,Enemy,60871,,62,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 221 ShooterT3 S3,Overworld,99.95,-82.1,Enemy,60919,,78,,3,,,,,,,,,,,,,,3,,,,,,,,
large_enemies,Large enemy,Overworld 222 TimberT2 S3,Overworld,72,-103.66,Enemy,60926,,61,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 223 TimberT2 S3,Overworld,-24,-198,Enemy,60950,,61,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 224 TimberT2 S3,Overworld,-58,-198,Enemy,60973,,61,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 242 SpitterT3 S3,Overworld,-109,101,Enemy,61387,,79,,3,,,,,,,,,,,,,,3,,,,,,,,
large_enemies,Large enemy,Overworld 243 SneakerT2 S3,Overworld,-125,79,Enemy,61406,,50,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 251 JunkerT3 S3,Overworld,-1,218.84,Enemy,61560,,80,,3,,,,,,,,,,,,,,3,,,,,,,,
large_enemies,Large enemy,Overworld 256 JunkerT3 S3,Overworld,45,216,Enemy,61817,,80,,3,,,,,,,,,,,,,,3,,,,,,,,
large_enemies,Large enemy,Overworld 257 CreeperT3 S3 Giant,Overworld,-59.02,123.01,Enemy,61869,,81,,3,,,,,,,,,,,,,,3,,,,,,,,
large_enemies,Large enemy,Overworld 268 SneakerT1 S3,Overworld,-196,84,Enemy,61961,,83,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 281 StrollerT1 S3,Overworld,89,37,Enemy,62070,,87,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 290 StrollerT2 S3,Overworld,169,37,Enemy,62201,,88,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 312 CreeperT1 S3,Overworld,-59,-70,Enemy,62436,,90,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 313 CreeperT1 S3,Overworld,-73,-70,Enemy,62446,,90,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 361 DodgerT2 S3,Overworld,-220.48,-103.29,Enemy,62849,,94,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 378 PiercerT2 S3,Overworld,248,184,Enemy,63051,,98,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 389 Frogger T3 S3,Overworld,196,177,Enemy,63422,,99,,3,,,,,,,,,,,,,,3,,,,,,,,
large_enemies,Large enemy,Overworld 393 BusherT2 S3,Overworld,67,-167,Enemy,63577,,61,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 415 SpitterT3 S3,Overworld,-143,250,Enemy,64155,,79,,3,,,,,,,,,,,,,,3,,,,,,,,
large_enemies,Large enemy,Overworld 425 CreeperT1 S3,Overworld,111,49,Enemy,64254,,90,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 426 CreeperT1 S3,Overworld,125,49,Enemy,64264,,90,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 427 CreeperT1 S3,Overworld,118,46,Enemy,64274,,90,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 446 CreeperT2 S3,Overworld,-41,6,Enemy,64472,,48,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 550 BusherT2 S3,Overworld,35,-197,Enemy,65462,,61,,3,,,,,,,,,,,,,,2,,,,,,,,
large_enemies,Large enemy,Overworld 637 DodgerT1 S3,Overworld,-77,-41,Enemy,66208,,111,,3,,,,,,,,,,,,,,1,,,,,,,,
large_enemies,Large enemy,Overworld 669 ShooterT3 S3,Overworld,-153,60,Enemy,66527,,78,,3,,,,,,,,,,,,,,3,,,,,,,,
large_enemies,Large enemy,Overworld 684 CreeperT3 S3,Overworld,-55,-1,Enemy,66747,,113,,3,,,,,,,,,,,,,,3,,,,,,,,
crystal_npcs,Familly1,Familly1,Cave,-842,26,CrystalNpc,82239,0,39,,,,,,,,,,,,,,,,,,,,,,,,
crystal_npcs,Healer,Healer,Cave,-632,28,CrystalNpc,82249,14,37,,,,,,,,,,,,,,,,,,,,,,,,
crystal_npcs,Academician,Academician,Cave,-552,120,CrystalNpc,82259,4,42,,,,,,,,,,,,,,,,,,,,,,,,
crystal_npcs,Explorer,Explorer,Cave,-642,-46,CrystalNpc,82269,5,36,,,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable212,Cave,-715,27.04,Jar,82776,,11,3,1,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable213,Cave,-716.89,27.08,Jar,82779,,11,3,1,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable268,Cave,-818,130.6,Jar,82944,,12,3,2,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable270,Cave,-826,130.6,Jar,82950,,12,3,2,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable272,Cave,-826.13,121.63,Jar,82956,,12,3,2,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable273,Cave,-817.81,121.63,Jar,82959,,12,3,2,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable292,Cave,-832,-125,Jar,83016,,12,3,2,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable307,Cave,-486,142,Jar,83061,,11,3,1,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable308,Cave,-472,142,Jar,83064,,11,3,1,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable309,Cave,-688,-83,Jar,83067,,11,3,1,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable310,Cave,-668,-83,Jar,83070,,11,3,1,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable311,Cave,-688,-91,Jar,83073,,11,3,1,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystal,CaveDestroyable312,Cave,-668,-91,Jar,83076,,11,3,1,,,,,,,,,,,,,,,,,,,,,,
red_coin_jars,big crystals (65),CaveDestroyable323,Cave,-1012.13,-129.69,Jar,83114,,13,6,3,,,,,,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch0,Cave,-644,-10,UnlockerTorch,83553,,,,,,2,83244,-1,-1,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch1,Cave,-620,-10,UnlockerTorch,83572,,,,,,2,83244,-1,-1,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch2,Cave,-858,14,UnlockerTorch,83591,,,,,,2,83169,-1,-1,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch3,Cave,-826,14,UnlockerTorch,83610,,,,,,2,83169,-1,-1,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker0,Cave,-974,-79,Unlocker,83629,,,,,0,0,83120,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker1,Cave,-957.33,-87.36,Unlocker,83638,,,,,0,0,83247,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker2,Cave,-820,-44,Unlocker,83647,,,,,0,0,83250,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker3,Cave,-800,-44,Unlocker,83656,,,,,0,0,83253,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker4,Cave,-800,-28,Unlocker,83665,,,,,0,0,83256,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker5,Cave,-820,-28,Unlocker,83674,,,,,0,0,83259,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker6,Cave,-855,202,Unlocker,83683,,,,,0,0,83265,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker7,Cave,-800,148,Unlocker,83692,,,,,0,0,83262,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker8,Cave,-696,170,Unlocker,83701,,,,,0,0,83203,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker9,Cave,-866,129.9,Unlocker,83710,,,,,0,0,83391,-1,,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker10,Cave,-752,124,Unlocker,83719,,,,,0,0,84133,-1,,,,,,,,,,,,,,,,,,
unlockers,Scarab,CaveUnlocker11,Cave,-1004,250,Unlocker,83728,,,,,3,0,83276,-1,,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch4,Cave,-556,58,UnlockerTorch,83736,,,,,,2,83271,-1,-1,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker12,Cave,-774,-32,Unlocker,83755,,,,,0,0,83268,-1,,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch5,Cave,-548,58,UnlockerTorch,83764,,,,,,2,83271,-1,-1,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch6,Cave,-536,82.91,UnlockerTorch,83783,,,,,,4,83418,-1,-1,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch7,Cave,-536,69,UnlockerTorch,83802,,,,,,4,83418,-1,-1,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch8,Cave,-568,82.91,UnlockerTorch,83821,,,,,,4,83418,-1,-1,,,,,,,,,,,,,,,,,
unlocker_torches,Unlocker torch,CaveUnlockerTorch9,Cave,-568,69,UnlockerTorch,83840,,,,,,4,83418,-1,-1,,,,,,,,,,,,,,,,,
unlockers,None,CaveUnlocker13,Cave,-552,154.28,Unlocker,83859,,,,,0,0,83499,-1,,,,,,,,,,,,,,,,,,
unlocker_triggers,Dungeon5,CaveUnlockerTrigger0,Cave,-838,-170,UnlockerTrigger,83868,,,,,,,83538,-1,,5,,,,,,,,,,,,,,,,
stats,Energy,CaveEnergy0,Cave,-654,-111,StatsPickup,84182,,17,,,,,,,,,,8,0,,,,,,,,,,,,,
stats,Hp,CaveHp0,Cave,-552,48,StatsPickup,84201,,18,,,,,,,,,,11,0,,,,,,,,,,,,,
stats,Hp,CaveHp1,Cave,-738,34,StatsPickup,84217,,18,,,,,,,,,,11,0,,,,,,,,,,,,,
stats,Hp,CaveHp2,Cave,-704,90,StatsPickup,84233,,18,,,,,,,,,,11,0,,,,,,,,,,,,,
stats,Hp,CaveHp3,Cave,-810,186,StatsPickup,84249,,18,,,,,,,,,,11,0,,,,,,,,,,,,,
stats,Hp,CaveHp4,Cave,-810,-147,StatsPickup,84265,,18,,,,,,,,,,11,0,,,,,,,,,,,,,
stats,Hp,CaveHp5,Cave,-718,23,StatsPickup,84281,,18,,,,,,,,,,11,0,,,,,,,,,,,,,
stats,Hp,CaveHp6,Cave,-656,244,StatsPickup,84297,,18,,,,,,,,,,11,0,,,,,,,,,,,,,
stats,Hp,CaveHp7,Cave,-648,86,StatsPickup,84313,,18,,,,,,,,,,11,0,,,,,,,,,,,,,
stats,BulletNumber,CaveBulletNumber0,Cave,-1002,-101,StatsPickup,84330,,114,,,,,,,,,,3,0,,,,,,,,,,,,,
lore,Lore tablet,LorePickup1,Cave,-650,-111,LorePickup,84356,,25,,,,,,,,,,,,,,,,,,,,,,,,
lore,Lore tablet,LorePickup3,Cave,-477,146,LorePickup,84376,,25,,,,,,,,,,,,,,,,,,,,,,,,
lore,Lore tablet,LorePickup4,Cave,-800,188,LorePickup,84396,,25,,,,,,,,,,,,,,,,,,,,,,,,
map_pieces,Map piece,MapPickupForest,Cave,-714,23,MapPickup,84416,,24,,,,,,,,,,,,,,,,,,,,,,,,
map_pieces,Map piece,MapPickupSwamp,Cave,-481,146,MapPickup,84438,,24,,,,,,,,,,,,,,,,,,,,,,,,
map_pieces,Map piece,MapPickupAbyss,Cave,-797.94,-114.41,MapPickup,84460,,24,,,,,,,,,,,,,,,,,,,,,,,,
modules,BoostCost,PickupModuleBoostCost,Cave,-716,22,ModulePickup,84482,,115,,,,,,,,,,,,,3,,,,,,,,,,,
modules,XpGain,PickupModuleXpGain,Cave,-652,-111.52,ModulePickup,84502,,116,,,,,,,,,,,,,4,,,,,,,,,,,
modules,HpDrop,PickupModuleHpDrop,Cave,-479,145.64,ModulePickup,84522,,117,,,,,,,,,,,,,5,,,,,,,,,,,
map_pieces,Map piece,MapPickupJunkyard,Cave,-590,188,MapPickup,84542,,24,,,,,,,,,,,,,,,,,,,,,,,,
modules,HearthCrystal,PickupModuleHeartCrystal,Cave,-706,-160,ModulePickup,84564,,118,,,,,,,,,,,,,7,,,,,,,,,,,
modules,PrimordialCrystal,PickupModulePrimordialCrystal,Cave,-948,237,ModulePickup,84580,,119,,,,,,,,,,,,,6,,,,,,,,,,,
modules,BlueBullet,PickupModuleBlueBullet,Cave,-582,-28,ModulePickup,84603,,120,,,,,,,,,,,,,9,,,,,,,,,,,
modules,Rage,PickupModuleRage,Cave,-756,-174,ModulePickup,84623,,121,,,,,,,,,,,,,12,,,,,,,,,,,
unique_keys,FinalBoss,PickupKeyFinalBoss,Cave,-832,-170,KeyUnique,84644,,122,,,,,,,,,,,,,,,,,5,,,,,,,
unique_keys,Scarab,PickupKeyScarab,Cave,-552,75,KeyUnique,84656,,123,,,,,,,,,,,,,,,,,3,,,,,,,
scarabs,Golden Scarab,CaveScarabPickup0,Cave,-822,130.6,ScarabPickup,84670,,,,,,,,,,,,,,,,82899,,,,,,,,,,
scarabs,Golden Scarab,CaveScarabPickup1,Cave,-822,146,ScarabPickup,84695,,,,,,,,,,,,,,,,82902,,,,,,,,,,
scarabs,Golden Scarab,CaveScarabPickup2,Cave,-774.03,-53.42,ScarabPickup,84720,,,,,,,,,,,,,,,,79593,,,,,,,,,,
scarabs,Golden Scarab,CaveScarabPickup3,Cave,-838.48,-130,ScarabPickup,84745,,,,,,,,,,,,,,,,83058,,,,,,,,,,
tunnels,Tunnel,Tunnel0,Cave,-606,-46,Tunnel,84771,,16,,,,,,,,,84774,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel1,Cave,-626,-46,Tunnel,84774,,16,,,,,,,,,84771,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel2,Cave,-744,34,Tunnel,84777,,16,,,,,,,,,84780,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel3,Cave,-754,34,Tunnel,84780,,16,,,,,,,,,84777,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel4,Cave,-804,-78.54,Tunnel,84783,,16,,,,,,,,,84789,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel5,Cave,-878,156.62,Tunnel,84786,,16,,,,,,,,,84792,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel6,Cave,-804,-95.46,Tunnel,84789,,16,,,,,,,,,84783,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel7,Cave,-878,170,Tunnel,84792,,16,,,,,,,,,84786,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel8,Cave,-766,185,Tunnel,84795,,16,,,,,,,,,84798,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel9,Cave,-710,185,Tunnel,84798,,16,,,,,,,,,84795,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel10,Cave,-704,194,Tunnel,84801,,16,,,,,,,,,84804,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel11,Cave,-704,176,Tunnel,84804,,16,,,,,,,,,84801,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel12,Cave,-716,35,Tunnel,84807,,16,,,,,,,,,84810,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel13,Cave,-716,7,Tunnel,84810,,16,,,,,,,,,84807,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel14,Cave,-479,166,Tunnel,84813,,16,,,,,,,,,84816,,,,,,,,,,,,,,,
tunnels,Tunnel,Tunnel15,Cave,-479,116,Tunnel,84816,,16,,,,,,,,,84813,,,,,,,,,,,,,,,
entrances,Cave > Cave_0,Cave > Cave_0,Cave,-1004,258,Transition,84821,,,,,,,,,,,,,,,,,84825,,,,,,,,,
entrances,Cave > Cave_0,Cave > Cave_0,Cave,-990,178,Transition,84825,,,,,,,,,,,,,,,,,84821,,,,,,,,,
entrances,Cave > Cave_1,Cave > Cave_1,Cave,-995,162,Transition,84847,,,,,,,,,,,,,,,,,84851,,,,,,,,,
entrances,Cave > Cave_1,Cave > Cave_1,Cave,-994,135,Transition,84851,,,,,,,,,,,,,,,,,84847,,,,,,,,,
entrances,Cave > Cave_2,Cave > Cave_2,Cave,-990,119,Transition,84873,,,,,,,,,,,,,,,,,84877,,,,,,,,,
entrances,Cave > Cave_2,Cave > Cave_2,Cave,-948,156,Transition,84877,,,,,,,,,,,,,,,,,84873,,,,,,,,,
entrances,Cave > Cave_4,Cave > Cave_4,Cave,-850,-99,Transition,84899,,,,,,,,,,,,,,,,,84906,,,,,,,,,
entrances,Cave > Cave_4,Cave > Cave_4,Cave,-862,-162,Transition,84906,,,,,,,,,,,,,,,,,84899,,,,,,,,,
entrances,Cave > Cave_5,Cave > Cave_5,Cave,-438,35,Transition,84910,,,,,,,,,,,,,,,,,84917,,,,,,,,,
entrances,Cave > Cave_5,Cave > Cave_5,Cave,-436,-44,Transition,84917,,,,,,,,,,,,,,,,,84910,,,,,,,,,
entrances,Cave > Cave_6,Cave > Cave_6,Cave,-958,232,Transition,84921,,,,,,,,,,,,,,,,,84925,,,,,,,,,
entrances,Cave > Cave_6,Cave > Cave_6,Cave,-1004,250,Transition,84925,,,,,,,,,,,,,,,,,84921,,,,,,,,,
entrances,Cave > Cave_7,Cave > Cave_7,Cave,-536,98,Transition,84947,,,,,,,,,,,,,,,,,84951,,,,,,,,,
entrances,Cave > Cave_7,Cave > Cave_7,Cave,-568,98,Transition,84951,,,,,,,,,,,,,,,,,84947,,,,,,,,,
entrances,Cave > Cave_8,Cave > Cave_8,Cave,-826,-170,Transition,84955,,,,,,,,,,,,,,,,,84959,,,,,,,,,
entrances,Cave > Cave_8,Cave > Cave_8,Cave,-771.54,-174,Transition,84959,,,,,,,,,,,,,,,,,84955,,,,,,,,,
entrances,Cave > Cave_9,Cave > Cave_9,Cave,-660,-70,Transition,84963,,,,,,,,,,,,,,,,,84967,,,,,,,,,
entrances,Cave > Cave_9,Cave > Cave_9,Cave,-514,100,Transition,84967,,,,,,,,,,,,,,,,,84963,,,,,,,,,
entrances,Cave > Tower_0,Cave > Tower_0,Cave,-552,152,Transition,84971,,,,,,,,,,,,,,,,,155311,,,,,,,,,
entrances,Cave > CaveExtra_0,Cave > CaveExtra_0,Cave,-652,-104,Transition,84993,,,,,,,,,,,,,,,,,106591,,,,,,,,,
entrances,Cave > CaveExtra_1,Cave > CaveExtra_1,Cave,-568,56,Transition,84997,,,,,,,,,,,,,,,,,106598,,,,,,,,,
entrances,Cave > Overworld_0,Cave > Overworld_0,Cave,-874,-94,Transition,85001,,,,,,,,,,,,,,,,,57200,,,,,,,,,
entrances,Cave > Overworld_1,Cave > Overworld_1,Cave,-632,-17,Transition,85010,,,,,,,,,,,,,,,,,57204,,,,,,,,,
entrances,Cave > Overworld_2,Cave > Overworld_2,Cave,-580,31,Transition,85017,,,,,,,,,,,,,,,,,57208,,,,,,,,,
entrances,Cave > Overworld_3,Cave > Overworld_3,Cave,-606,25,Transition,85024,,,,,,,,,,,,,,,,,57212,,,,,,,,,
entrances,Cave > Overworld_4,Cave > Overworld_4,Cave,-580,8,Transition,85031,,,,,,,,,,,,,,,,,57216,,,,,,,,,
entrances,Cave > Overworld_5,Cave > Overworld_5,Cave,-598,88,Transition,85053,,,,,,,,,,,,,,,,,57220,,,,,,,,,
entrances,Cave > Overworld_6,Cave > Overworld_6,Cave,-664,29,Transition,85075,,,,,,,,,,,,,,,,,57224,,,,,,,,,
entrances,Cave > Overworld_7,Cave > Overworld_7,Cave,-582,-28,Transition,85082,,,,,,,,,,,,,,,,,57228,,,,,,,,,
entrances,Cave > Overworld_8,Cave > Overworld_8,Cave,-552,29,Transition,85104,,,,,,,,,,,,,,,,,57232,,,,,,,,,
entrances,Cave > Overworld_9,Cave > Overworld_9,Cave,-548.94,-23,Transition,85111,,,,,,,,,,,,,,,,,57236,,,,,,,,,
entrances,Cave > Overworld_10,Cave > Overworld_10,Cave,-551,-69,Transition,85118,,,,,,,,,,,,,,,,,57240,,,,,,,,,
